iter	Passed	Remaining
319	8646	4863
320	8678	4839
321	8698	4808
322	8731	4784
323	8755	4756
324	8784	4730
325	8810	4702
326	8832	4673
327	8854	4643
328	8885	4618
329	8911	4590
330	8943	4566
331	8972	4540
332	9002	4514
333	9026	4486
334	9051	4458
335	9079	4431
336	9107	4405
337	9127	4374
338	9159	4350
339	9190	4324
340	9212	4295
341	9243	4270
342	9262	4239
343	9291	4213
344	9316	4185
345	9341	4157
346	9361	4127
347	9393	4102
348	9416	4074
349	9448	4049
350	9471	4020
351	9496	3992
352	9522	3965
353	9543	3936
354	9585	3915
355	9609	3887
356	9631	3858
357	9651	3828
358	9682	3802
359	9705	3774
360	9722	3743
361	9745	3715
362	9773	3688
363	9802	3662
364	9828	3635
365	9852	3607
366	9876	3579
367	9897	3550
368	9917	3520
369	9942	3493
370	9968	3466
371	10002	3441
372	10031	3415
373	10066	3391
374	10087	3362
375	10116	3336
376	10133	3306
377	10156	3278
378	10187	3252
379	10217	3226
380	10246	3200
381	10268	3171
382	10297	3145
383	10320	3117
384	10340	3088
385	10370	3062
386	10384	3032
387	10411	3005
388	10434	2977
389	10461	2950
390	10486	2923
391	10500	2893
392	10518	2863
393	10536	2834
394	10554	2805
395	10569	2775
396	10586	2746
397	10607	2718
398	10641	2693
399	10664	2666
400	10689	2639
401	10727	2615
402	10758	2589
403	10783	2562
404	10803	2534
405	10833	2508
406	10858	2481
407	10884	2454
408	10915	2428
409	10949	2403
410	10970	2375
411	10994	2348
412	11021	2321
413	11041	2293
414	11064	2266
415	11090	2239
416	11105	2210
417	11119	2181
418	11148	2155
419	11178	2129
420	11199	2101
421	11223	2074
422	11246	2047
423	11267	2019
424	11296	1993
425	11318	1966
426	11333	1937
427	11360	1911
428	11389	1884
429	11425	1860
430	11456	1834
431	11488	1808
432	11506	1780
433	11531	1753
434	11557	1727
435	11572	1698
436	11593	1671
437	11613	1643
438	11628	1615
439	11642	1587
440	11668	1561
441	11697	1534
442	11735	1509
443	11769	1484
444	11793	1457
445	11816	1430
446	11835	1403
447	11858	1376
448	11874	1348
449	11891	1321
450	11922	1295
451	11952	1269
452	11978	1242
453	12014	1217
454	12045	1191
455	12080	1165
456	12108	1139
457	12131	1112
458	12156	1085
459	12177	1058
460	12197	1031
461	12220	1005
462	12243	978
463	12269	951
464	12300	925
465	12334	899
466	12358	873
467	12391	847
468	12424	821
469	12447	794
470	12469	767
471	12487	740
472	12506	713
473	12536	687
474	12555	660
475	12581	634
476	12610	608
477	12642	581
478	12661	555
479	12690	528
480	12735	503
481	12758	476
482	12795	450
483	12823	423
484	12844	397
485	12874	370
486	12903	344
487	12928	317
488	12950	291
489	12986	265
490	13008	238
491	13044	212
492	13075	185
493	13109	159
494	13144	132
495	13171	106
496	13201	79
497	13227	53
498	13248	26
499	13274	0
