iter	RMSE
294	5174.495367
295	5174.321841
296	5173.488237
297	5172.986304
298	5171.599161
299	5171.219948
300	5170.517784
301	5170.196099
302	5169.776334
303	5168.690538
304	5168.33113
305	5166.649894
306	5165.695516
307	5164.84987
308	5162.961976
309	5161.575158
310	5160.796889
311	5159.909152
312	5159.349976
313	5158.418977
314	5158.18334
315	5157.505805
316	5156.058505
317	5155.076432
318	5154.390579
319	5154.217886
320	5153.895502
321	5153.480315
322	5152.80879
323	5152.539387
324	5151.756832
325	5151.163093
326	5150.863186
327	5149.682394
328	5148.494508
329	5147.895263
330	5146.06391
331	5145.507622
332	5145.185797
333	5144.443132
334	5143.731462
335	5143.541563
336	5142.49842
337	5141.30604
338	5140.731857
339	5139.981576
340	5139.657582
341	5139.08349
342	5138.726339
343	5138.579352
344	5137.604162
345	5137.019301
346	5136.851684
347	5136.358147
348	5135.311171
349	5134.252662
350	5133.868055
351	5133.369521
352	5133.168922
353	5132.923514
354	5132.441591
355	5131.608178
356	5131.259984
357	5130.621191
358	5129.836837
359	5129.568117
360	5129.384956
361	5128.911176
362	5128.379493
363	5127.902502
364	5127.514075
365	5127.250646
366	5126.735742
367	5126.589205
368	5126.133568
369	5125.360662
370	5125.006024
371	5124.812378
372	5124.413183
373	5124.160649
374	5123.76021
375	5123.007448
376	5122.823395
377	5122.107221
378	5121.612953
379	5121.199512
380	5120.858706
381	5120.160337
382	5119.54099
383	5118.539909
384	5118.122766
385	5117.970052
386	5117.868808
387	5117.606101
388	5117.243813
389	5116.844662
390	5116.537373
391	5116.254408
392	5115.957747
393	5115.504535
394	5114.97086
395	5114.504067
396	5114.195292
397	5114.029913
398	5113.688961
399	5113.255474
400	5112.939746
401	5112.483295
402	5111.878268
403	5111.549301
404	5111.148002
405	5110.807474
406	5110.538158
407	5109.825734
408	5109.409785
409	5108.933152
410	5108.678018
411	5108.095894
412	5107.944308
413	5107.37375
414	5106.774044
415	5106.555034
416	5106.108332
417	5105.89244
418	5105.575769
419	5105.112606
420	5104.687656
421	5104.161742
422	5103.832919
423	5103.468431
424	5103.137816
425	5102.921575
426	5102.398106
427	5101.781574
428	5101.474164
429	5100.93791
430	5100.706478
431	5100.378771
432	5100.199189
433	5099.772351
434	5099.530552
435	5099.214767
436	5099.020268
437	5098.743416
438	5098.553802
439	5098.333968
440	5097.65831
441	5097.267474
442	5097.058945
443	5096.749235
444	5096.615789
445	5096.194431
446	5095.921868
447	5095.630666
448	5095.250067
449	5094.743497
450	5094.554298
451	5093.89028
452	5093.47659
453	5093.234196
454	5092.883766
455	5092.77105
456	5092.40208
457	5092.014684
458	5091.739832
459	5091.31174
460	5090.711026
461	5090.309083
462	5090.124014
463	5089.8361
464	5089.575314
465	5089.356995
466	5089.102356
467	5088.77113
468	5088.247638
469	5087.876493
470	5087.500636
471	5087.245397
472	5086.947914
473	5086.74151
474	5086.023081
475	5085.796007
476	5085.599998
477	5085.443325
478	5085.159811
479	5084.968723
480	5084.737066
481	5084.413335
482	5084.213642
483	5084.068998
484	5083.787188
485	5083.473697
486	5083.248011
487	5083.024282
488	5082.723278
489	5082.501432
490	5081.768357
491	5081.440585
492	5081.266838
493	5081.122281
494	5080.655403
495	5080.16522
496	5079.735597
497	5079.497265
498	5079.26327
499	5078.959554
500	5078.75351
501	5078.359259
502	5078.110264
503	5077.974725
504	5077.772034
505	5077.531723
506	5077.301673
507	5077.109791
508	5076.842774
509	5076.656367
510	5076.48137
511	5076.045828
512	5075.55743
513	5075.310239
514	5075.202942
515	5075.037007
516	5074.810713
517	5074.599859
518	5074.209231
519	5073.883513
520	5073.75776
521	5073.4482
522	5073.184315
523	5072.879634
524	5072.532141
525	5072.135104
526	5071.815813
527	5071.66438
528	5071.392292
529	5071.146698
530	5070.991879
531	5070.787882
532	5070.612223
533	5070.447984
534	5070.199739
535	5070.101232
536	5069.877034
537	5069.557691
538	5069.354754
539	5069.311859
540	5068.97996
541	5068.668364
542	5068.430629
543	5068.247392
544	5068.004089
545	5067.697162
546	5067.483064
547	5067.315179
548	5067.101402
549	5066.912867
550	5066.831152
551	5066.592487
552	5066.490887
553	5066.342467
554	5066.287122
555	5066.093208
556	5065.948346
557	5065.302276
558	5064.818225
559	5064.575889
560	5064.256743
561	5064.133922
562	5063.833505
563	5063.518221
564	5063.324971
565	5062.770116
566	5062.399964
567	5062.181698
568	5061.980091
569	5061.580697
570	5061.372066
571	5061.17431
572	5060.884073
573	5060.54311
574	5060.384882
575	5060.23938
576	5059.794287
577	5059.618364
578	5059.361335
579	5059.085327
580	5058.933331
581	5058.546847
582	5058.325707
583	5058.186214
584	5058.134322
585	5057.905017
586	5057.711245
587	5057.405611
588	5057.22086
589	5057.081529
590	5056.749042
591	5056.595509
592	5056.486415
593	5056.234748
594	5056.055149
595	5055.746867
596	5055.661055
597	5055.402254
598	5055.157605
599	5055.083333
600	5054.86792
601	5054.756849
602	5054.619681
603	5054.247515
604	5053.846961
605	5053.808756
606	5053.222485
607	5053.129945
608	5052.71725
609	5052.517825
610	5052.314198
611	5052.210375
612	5051.989689
613	5051.624752
614	5051.493199
615	5051.33806
616	5051.135128
617	5050.936921
618	5050.861085
619	5050.600848
620	5050.275548
621	5049.767137
622	5049.69646
623	5049.505833
624	5049.2512
625	5049.119377
626	5048.897841
627	5048.844336
628	5048.107207
629	5048.003152
630	5047.742137
631	5047.630229
632	5047.418295
633	5047.33558
634	5047.212034
635	5046.816578
636	5046.778796
637	5046.715979
638	5046.653134
639	5046.348076
640	5046.249276
641	5045.810465
642	5045.631995
643	5045.484404
644	5045.33789
645	5045.2837
646	5045.001969
647	5044.687102
648	5044.508799
649	5044.39106
650	5044.269512
651	5043.970936
652	5043.736168
653	5043.684305
654	5043.525105
655	5043.323203
656	5043.185773
657	5043.018126
658	5042.914428
659	5042.79993
660	5042.373133
661	5042.202706
662	5042.023712
663	5041.901229
664	5041.805232
665	5041.618861
666	5041.453326
667	5041.338387
668	5041.200269
669	5041.042818
670	5040.611979
671	5040.464581
672	5040.226803
673	5040.047801
674	5039.864568
675	5039.716688
676	5039.662072
677	5039.345724
678	5039.107819
679	5038.979717
680	5038.813961
681	5038.545978
682	5038.364442
683	5038.230373
684	5038.128759
685	5038.007757
686	5037.866808
687	5037.763401
688	5037.536527
689	5037.35772
690	5037.304367
691	5037.188967
692	5036.921368
693	5036.723532
694	5036.612888
695	5036.482889
696	5036.304651
697	5036.075466
698	5035.959853
699	5035.877589
700	5035.696984
701	5035.621025
702	5035.48494
703	5034.957694
704	5034.62897
705	5034.409551
706	5034.293185
707	5034.050929
708	5033.916431
709	5033.69594
710	5033.462233
711	5032.918025
712	5032.687751
713	5032.661124
714	5032.462398
715	5032.289421
716	5032.170368
717	5032.056295
718	5031.802159
719	5031.49467
720	5031.385716
721	5031.212266
722	5031.022823
723	5030.648629
724	5030.332375
725	5030.284375
726	5030.137158
727	5029.964014
728	5029.911081
729	5029.774308
730	5029.538327
731	5029.398139
732	5029.313016
733	5029.187447
734	5029.083018
735	5028.910523
736	5028.849044
737	5028.785874
738	5028.59808
739	5028.123315
740	5027.835253
741	5027.755177
742	5027.687231
743	5027.602624
744	5027.34338
745	5026.950375
746	5026.706998
747	5026.637551
748	5026.457673
749	5026.305584
750	5025.942991
751	5025.58946
752	5025.412492
753	5025.189206
754	5025.087984
755	5024.972407
756	5024.887428
757	5024.406979
758	5024.193376
759	5024.047248
760	5023.935504
761	5023.829278
762	5023.659235
763	5023.465605
764	5023.438156
765	5023.368315
766	5023.103333
767	5022.969903
768	5022.803654
769	5022.770095
770	5022.498356
771	5022.324057
772	5022.290908
773	5022.206431
774	5022.010263
775	5021.783846
776	5021.632714
777	5021.453082
778	5021.340893
779	5021.158973
780	5021.084762
781	5021.028931
782	5020.907191
783	5020.641892
784	5020.430637
785	5020.333285
786	5020.227283
787	5020.118901
788	5020.036536
789	5019.902346
790	5019.812171
791	5019.725128
792	5019.54658
793	5019.348161
794	5019.29309
795	5019.192464
796	5018.884726
797	5018.744492
798	5018.620507
799	5018.553809
